1.0, 0.0      1
0.1, 0.0      1
1.0, 0.0      1
0.1, 0.0      1
0.8948713596389963, 0.0      1
0.8331609117843585, 0.0      1
0.3226100558388991, 0.0      1
0.29353611463964757, 0.0      1
0.15678398780934633, 0.0      1
0.1128351710355813, 0.0      1
0.10463900915562441, 0.0      1
0.10186466310089343, 0.0      1
0.19423366139748993, 0.0      1
0.3396490453386509, 0.0      1
0.42710593521573337, 0.0      1
0.4131218796030207, 0.0      1
0.4386902596968535, 0.0      1
0.30801121872752935, 0.0      1
0.11917689942390419, 0.0      1
0.18879063481024597, 0.0      1
0.4021085296351586, 0.0      1
0.4531311303918072, 0.0      1
0.8002940897725532, 0.0      1
0.12884144758907834, 0.0      1
0.20909357052028593, 0.0      1
0.9221566929535927, 0.0      1
0.231382224961345, 0.0      1
0.28381820049927914, 0.0      1
0.19970762792051627, 0.0      1
0.6996467292225266, 0.0      1
0.15457686838015783, 0.014155637502292068      1
0.24446752562473564, 0.0      1
0.7762206768663602, 0.0      1
0.816071476263384, 0.0      1
0.6853755477340001, 0.0      1
0.4637637076440881, 0.0      1
0.7540661840907329, 0.0      1
0.17268404118248443, 0.009632207508088464      1
0.21532035427876428, 0.0      1
0.13119054796059385, 0.0      1
0.16316807004931902, 0.0      1
0.1098145295951263, 0.0      1
0.22492200678971416, 0.0      1
0.15012081895806428, 0.0      1
0.10643414755153843, 0.0      1
0.13956450101399773, 0.0      1
0.2042172785435298, 0.0      1
0.12129106428511782, 0.0      1
0.6401044510995013, 0.0      1
0.9378906052635325, 0.0      1
0.746968351683974, 0.0      1
0.35447791626427433, 0.0      1
0.9057466799850687, 0.0      1
0.12321580028332935, 0.0      1
0.3900356884211813, 0.0      1
0.3122719358604374, 0.0      1
0.5951251639892396, 0.0      1
0.2648277674213936, 0.0      1
0.6542795964716176, 0.0      1
0.783893920785999, 0.0      1
0.9854039013554741, 0.0      1
0.9608900291941204, 0.0      1
0.5079329865042651, 0.0      1
0.25652799841639073, 0.006919585421646862      1
0.10792306742437661, 0.0      1
0.9747072866202625, 0.0      1
0.1768809299662097, 0.0      1
0.49325050697350287, 0.0      1
0.3840456303518527, 0.0      1
0.13373598722643654, 0.0      1
0.5681499136597342, 0.0      1
0.6064637417495904, 0.0      1
0.277608456822711, 0.0      1
0.9497507052458685, 0.0      1
0.12601714975822603, 0.0      1
0.6294665057771858, 0.0      1
0.671270190947743, 0.0      1
0.25241687832133464, 0.0      1
0.7280799779657258, 0.0      1
0.5519204030874297, 0.0      1
0.14306199312169932, 0.0      1
0.476615449568456, 0.0      1
0.11512733739806386, 0.0      1
0.237340161735526, 0.0      1
0.14345241278396664, 0.0      1
0.13776045195045483, 0.0      1
0.1165316764729066, 0.0      1
0.5569889617032773, 0.0      1
0.3663407235918096, 0.0      1
0.3741198128251382, 0.0      1
0.7144290834639548, 0.0      1
0.18034706749590465, 0.0      1
0.10043868956331904, 0.0      1
0.5389691780945707, 0.0      1
0.3491188663850523, 0.0      1
0.14686410294093163, 0.0      1
0.8302917350999911, 0.0      1
0.5771814636220105, 0.0      1
0.23925983625504854, 0.0      1
0.27259071521534106, 0.0      1
0.846853646709373, 0.2109643054047686      2
0.3176969346740043, 0.2639912611908622      2
0.3096204563331446, 0.13960793750568423      2
0.16218047391404494, 0.18683310238169162      2
0.43219006360515916, 0.09726293746871503      2
0.45476945799007057, 0.10859222984605338      2
0.420984514253679, 0.18883381849568795      2
0.41126118946340773, 0.14298547932019368      2
0.4227853198766378, 0.15085469631966467      2
0.5197771286443107, 0.2918891557677842      2
0.8073260999251343, 0.04492377166249106      2
0.888248559285612, 0.20548889850365962      2
0.8574806297164784, 0.07875668563514943      2
0.1671092857175462, 0.5812543928459625      2
0.13479634427660064, 0.2987631354728633      2
0.22698385691127698, 0.23492123457144906      2
1.0, 0.20395077644498036      2
0.9906565757036521, 0.16904544117197765      2
0.9820813990757987, 0.21054486646758022      2
0.7028812941477138, 0.13991289262129245      2
0.7778917881696813, 0.11726153043372597      2
0.7118511429300018, 0.27226368277903035      2
0.2597039753046987, 0.21913467765584113      2
0.22884529853141378, 0.12479384848578312      2
0.2164674973171702, 0.054631275999069334      2
0.18894905264974096, 0.18485159429183545      2
0.16404511721392898, 0.06847412021020069      2
0.12102316926727463, 0.2351952431354343      2
0.16556409084696896, 0.28279897239343577      2
0.11363201072321188, 0.2426025649487519      2
0.11145170693984562, 0.15931777874004996      2
0.21373324844820618, 0.08949323203965531      2
0.12637937548756945, 0.08297831076867773      2
0.1452596772417823, 0.2121794339264164      2
0.935764537491554, 0.24595375575036463      2
0.9187488138629788, 0.1622166863272745      2
0.16403540317202425, 0.4369043307941243      2
0.47153619619117304, 0.362981268931558      2
0.4568010928342867, 0.7518932239736754      2
0.33820378071207385, 0.0855800293174806      2
0.6722507743282792, 0.16466559571859615      2
0.30527108217904303, 0.2502376956337512      2
0.293295002326893, 0.3594561384541449      2
0.8080406174118787, 0.17376934857166013      2
0.8856973232964944, 0.14080612244083893      2
1.0, 0.16188201045920644      2
0.15726104450645925, 0.8891836215387189      2
0.17327895148524186, 0.611126418142761      2
0.6767253924487721, 0.11965018715041022      2
0.671989391837441, 0.14020876512308045      2
0.25629664268665037, 0.09728188077362296      2
0.12193845385814071, 0.21374617292864814      2
0.1440511098973038, 0.07747181471595227      2
0.12419385695648144, 0.3073072854411819      2
0.395907542794495, 0.395135016883066      2
0.800057921222067, 0.1973372372282676      2
0.20375837108277695, 0.6478255021285594      2
0.14932771971087302, 0.27513776693115366      2
